label,tweet,label_id
random,So I'm sitting on the toilet at school taking a nice piss..Then some nasty mother fucker comes in here and starts farting really loud..KMS,7

random,I mean the weather is perfect!,7

random,"NEVER Throw Dirt,  Cause When You Throw Dirt You lose Ground!",7

random,Should I stay up or go to sleep?,7

random,Juicy funny as hell bro,7

random,Smoked a loud pack in the shower,7

random,Eatin at this cute little Mediterranean place in the middle of Waco,7

random,Mays always the first too check up on me (':,7

random,Silly Markus...thinks he's in . Dumb butt.,7

2013_West_Texas_Explosion,"Front row (on the ground) at the Governor Perry press conference. :D #WestExplosion @ West, TX http://t.co/zlaq6UZHcQ",6

random,"One of the hardest things I've ever had to do. But I know she's in a better place, so let the grieving http://t.co/ZvEK5JeZwp",7

random,I find it ironic that a facebook group that is against gun control quoted J.F.K..a President killed by a crazy man with a gun. #guncontrol,7

random,@ChrisTsavageAzz Doesn't Love Me anymore -.-,7

random,Seen it ona news this morning,7

random,Start selling Reggie &amp; corn &amp; maybe kush,7

random,@FuckDatBitch_CB: Aww! Where is she going?!,7

random,@smDREDZ naw what is it.!,7

random,Me and my VI bruddas use to have some real sessions,7

random,"@RevDaniel oh my, I wrote an article for EDN about wanting to be a fashionable priest. You should see some of the comments.........",7

random,Seeing my brother cry hurts,7

random,@Shizz_3200 ok cause i nees a glass of some righr now,7

random,I hate boring girls so unATTRACTIVE,7

random,"Maaann, I ain't Gone Lose No Sleep!",7

random,@everydayakita in soul dollars I'm a billionaire!!! I say to the haters.,7

random,Same way it is wit me &amp; my best friend RT@Sukkieee: Everybody Be Thinking Me &amp; My Best Friend Date Every were we go Never Fails,7

random,But idgaf I just asked a question,7

random,I'm gonna start asking people that get mad at me: do you want to battle?,7

random,"Ion Throw Slugs .. If I'm Talking Bout You, You'll Know Cause I'll Mention That Ass!",7

random,Why Cant We All just get along?,7

random,Gave up on love fuckin wit them heart breakers..,7

random,Cousins getting married Friday ... Makes wanna cry remembering all the good times we had growin up !! Time really does fly by ..,7

random,Gotta go do this lift,7

random,Why everybody on my nigga trey tho?,7

random,@UntoIdSecrets: There's a city in Turkey named Batman. In 2008 the mayor sued Warner Bros. for using the name without permission. @I3ane,7

random,"Bored , Need To Be Sleep !",7

random,@Blackbarbie_Ree I was drunk. In my feelings. Lol. Ion even remember tell you this.,7

random,No New Friends Im Good With The Ones I Got.!,7

random,I'm Let A Hoe Be A Hoe !,7

random,This is the best my teeth have looked in years.,7

random,I'm so ready to help...,7

random,#ShoutOut To the nigga that Invented Vine !,7

random,JAY DONT FUCKING PLAY WITH ME!!!!! My heart just dropped,7

random,"#TweetSomethingYouSayALot Fuck, fucking, shit, damn, bitch, pretty much every cuss word",7

random,@would_woody lol well that's my face when I'm not smiling. Soo I guess I look constipated all the time!,7

random,I know I ain't the only one crushing on @suzykolber,7

random,Ohwee This Gone Be A Good Season !,7

random,Happier then a bee in a flower field (:,7

random,"Do not lower your expectations, raise your standards.",7

random,"Cash it - Dodgers -1.5 +140 (1*) now 3-0, but braves are looking like a loss",7

random,I've always loved All American Rejects,7

2013_West_Texas_Explosion,"Lord may your arms of protection, hands of mercy, &amp; words of peace protect the victims &amp; relief help on their way out there to West, TX!",6

random,@Bossip right! Covering by sharing before deleting all his talk via text! #RHOA,7

random,Morris Bridges is his mane,7

random,@Cearrrra probably! L M A O.,7

random,Chillin at walkers house without walker... The usual,7

random,You miss me? Fuck that bullshit.,7

random,but i now realize just how much i was hurting myself by loving you..,7

random,How come I first find out my sister has a boyfriend through Twitter?? -___- #FirstWorldProbs,7

random,how many times does @haileyfrerichs watch Friday a day.,7

random,I am so anxious. Geno! Come on!!,7

random,"I'm killing these hoes, I ain't out to impress nobody but my PO",7

random,"On break chillen with Wakeisha! Doin what girls do best, be messy. Lmao!",7

random,Looks like we have another #powerpointwizard http://t.co/Iuvt2du0hp,7

random,"I hate @russwest44 with all of my being, but always hate seeing injuries like this. Hope he's full strength for next year.",7

random,It 10:30 and im already getting freaky,7

random,I know life isn't fair but the cards I was dealt  are just fucked up,7

random,"Females these days think so much of themselves. Smh not all y'all bitches bout y'all business, half of y'all some buss diness",7

random,I'm So Sleepy &amp; Tired !,7

random,I only go down if ya keep ya grass cut,7

random,You gotta choose wisely !! Know who you talking to before you go and tell them your business !!,7

random,@princesscathh oh no.... I hope she's ok!! What happened?,7

random,@GunSlinger20138 bout 1 month bro then were up!!!,7

random,ZhaZha party gone Be live,7

random,"I'm playing in like 57 softball games tonight. Jk, only 4. But still.",7

random,Or say my name wrong,7

random,Everyone wants to race a rubber duck in the Brazos River tonight! So come do it! 5-7 at the marina! Help Tri Delta support St. Jude!,7

random,I'm scared to laugh today..,7

random,Cameron Park at night looks like where you find ppl on bath salts. #getmeouttahere #shortcut #shouldofavoidedit,7

random,Your house isn't haunted... You're lonely. --Ron Swanson. Catching up on Parks &amp; Rec and it's amazing.,7

random,@carlos_vega14 yea I know but you shouldn't be worrying about it (:,7

random,That nigga Mike said I will KO a nigga funny shit,7

random,God bless West!!! (@ Czech Stop) http://t.co/SGBa6ptH1N,7

random,the video is just insane..,7

random,"Tenth Avenue North - Worn, could be the best song I have ever heard #christian",7

random,Women Use Sex To Get Love .,7

random,They See I'm Not Answering  NO Life Mf's,7

random,"Ding ding ding ding ding ding!!! See pat neff, I can do it too!! #nopolitics",7

random,Got fought over for the first time tonight.. There was blood.. I didn't like it,7

random,-It's Something New Everyday Happening In This World.!,7

random,We got better things to worry about,7

random,"@ItssTeee_ I aint even talking, you gon see",7

random,I think about talking to you every once in a while,7

random,I gotta turn down tonight. Semester not over just yet. Got a lot of studying to do,7

2013_West_Texas_Explosion,"From West, TX: Texas Task Force 1 official says his emergency team has not encountered any survivors today, just debris.",6

random,Never Turn Your Back On The Niggas You Thugged W.,7

random,Married With Sea Monsters! :) (@ True Love) http://t.co/THCMB0q12s,7

random,Put that ass in Her place,7

random,@MichaelBerrySho waited for 3hours at czech inn. No trucks showed up.,7

random,"@evegaray miss you, jota. Even though you're stupid.",7

random,"I'm at The Grove (Waco, Texas) http://t.co/TMZwUGtHpB",7

random,I'll miss Starbucks so bad once I get home,7

random,i have to go to sleep.....,7

random,"Rough percentages, but my BBB (4unit) pick hits and I still profited. Will have totals tomorrow. Profited 11 of last 12 days now",7

random,I Haven't Seen That Nigga Since I Was In The 10th Grade .,7

random,Damn I forgot I can't take My phone to school,7

random,1 more day of #detention .. I swear I hate school :\,7

random,Homeboy has a water bottle filled with vodka in chapel. Stay classy Baylor.,7

random,Rest stop. Pee break and grub time with @crews457 (at @Wendys) http://t.co/J9NdD7HxDi,7

random,@MarinaMeador it's ok I'm unladylike on here all the time,7

random,"On such a rainy morning as this, I have a rekindled love for Leona Lewis.",7

random,@holbrook_steph I don't think so? Not sure,7

random,@WaffleTheEpic Let's become adventurers and get them back! But I want to be called Sherlock.,7

random,Don't tell people your business who gossip about other people.,7

random,Just. One. More. Hot. Cheeto. #addicted,7

random,"@ahhleesonn how many did you do, slut?",7

random,Been at the library all day,7

random,@MrSaveNoHoe: @OrDoesItXplode @kailaleftcoast she ratchet though she looked it when I saw her,7

random,I'm Finna Take My Black Ass To Bed .,7

2013_West_Texas_Explosion,waking up &amp; realizing that this nightmare is reality&lt;&lt;&lt;&lt;&lt;&lt; #PrayingForWest,6

2013_West_Texas_Explosion,Remember Gods with you today more than ever today hang in there I love u praying for you and the rest of West high school @shelbersbrooke,6

random,I tend to make myself feel like I'm at home when I go places.,7

random,And give no fuxks about it,7

random,"RT @NoiseTrade: 40+ songs free on @NoiseTrade All tips benefiting relief efforts in West, TX http://t.co/EUtcknA43z #SongsForWest",7

random,@DakotaMc_ would be annoyed with me &amp; I don't feel like being down all the time!,7

random,A wise man never knows all. Only a fool knows everything. --African Proverb,7

random,Look me in my face &lt;---- I Ain't got no worries!!!!,7

random,If god call us home tonight then there's none we can do but trust em,7

random,Ill but him dinner one night:),7

random,Like you said in your song Beautiful Day Man fuck these haters and all the shit they got to say keep doing your thing @QuistarGo,7

random,Sorry for the late follows everyone. Busy day. :) goodnight ! Get to see my smexy Mexican tomorrow lol,7

random,I got some niggas who hate me I got some females who dislike me #itsLife,7

random,@twEAT_ItRight Lol you know that wet run ina family,7

random,"Doing toe touches, playing with my camera + almost burning down the house instead of homework... #accomplished #productive",7

random,Doing ALL That Talking &lt;&lt;&lt;&lt;&lt; Let's Fight &amp;&amp; Get It Over W/Already !,7

random,@gorgeouschassy national security has saved the day lol,7

random,Woke late oh well I don't wanna go to school,7

random,I feel like everyone is tweeting at the gossip girl page just so they will be mentioned. Please stop.,7

random,@SanyaRichiRoss has to take a picture with me today,7

random,He canceled office hours but not class I'm so hurt right now,7

random,I tend to think of myself as a one man wolfpack.,7

random,@hopelitton peaches &amp; cream brioche,7

random,This is just too much..:/,7

random,looking to but a teacup yorkie puppy http://t.co/TN8Mm4arTf,7

random,I feel so betrayed.... Whataburger how could you do be like this??? After everything we've been through.... #nauseouscity #heartbroken,7

random,There's evidence of people's aint-shit-Dom from the moment u meat them. Don't ignore it.,7

random,I cant put my trust in no nigga,7

random,@Kaitlin_Fallon hahaha I know right? In freezing my tits off when I should be in a tshirt &amp; shorts/jeans wtf?,7

random,@amandablack14 That's not an Emily show. I don't so creepy.,7

random,My uncles be having me rollin,7

random,Who's up and ready to mingle haha,7

random,@theyearofelan: Once every six weeks my mother takes a break from talking to breathe in a tiny bit of air lol @KamiCavenee @cavenee,7

random,@uuundresss yes all of them! I couldn't do the computer I'm back to phone twitter,7

random,Sending another 300 dollars to my fam in Mexico tomorrow. I don't mind coming home tired as much anymore.,7

random,"HSM and sleepover with my best fraaand @MAndrewssss yes, we're childish",7

random,"Love don't live here , It don't even visit!",7
